# {"t_start": 1550232858.508675, "env_id": "AssaultNoFrameskip-v4"} 
r,l,t
651.0,1095,40524.768277
630.0,990,40569.681201
525.0,905,40610.882746
420.0,837,40648.412658
588.0,923,40689.695796
672.0,975,40733.029566
420.0,699,40763.96287
609.0,835,40800.935866
546.0,1028,40847.679212
651.0,1061,40895.641538
672.0,930,40936.924445
714.0,1166,40988.635148
483.0,838,41025.609581
504.0,899,41065.336116
588.0,910,41105.68974
483.0,1066,41153.544438
399.0,672,41182.52363
682.0,1057,41229.497957
294.0,479,41250.049416
504.0,801,41284.967615
420.0,801,41320.867294
525.0,878,41359.566261
315.0,581,41385.415714
693.0,1066,41433.657241
462.0,667,41464.074204
714.0,965,41506.665975
588.0,896,41546.208165
483.0,867,41584.855938
609.0,863,41622.706403
399.0,737,41655.150903
735.0,1092,41703.277656
273.0,549,41727.312792
567.0,988,41773.039531
651.0,1316,41831.367871
724.0,847,41868.238522
609.0,895,41907.795972
462.0,738,41940.339489
682.0,1012,41985.169011
661.0,1063,42032.424735
231.0,551,42056.434592
651.0,1012,42100.970314
682.0,1127,42151.516892
420.0,723,42183.133803
336.0,695,42212.5945
336.0,667,42242.568796
693.0,1065,42290.514348
420.0,702,42321.830683
609.0,1180,42374.683895
273.0,445,42394.052881
462.0,619,42421.291308
420.0,769,42455.405459
630.0,1021,42501.276973
651.0,895,42540.706211
734.0,1123,42589.668677
609.0,1133,42640.759041
609.0,891,42681.150641
399.0,672,42710.861531
588.0,797,42745.55345
672.0,1388,42806.343947
630.0,1076,42853.907915
651.0,975,42897.155169
567.0,950,42939.170957
252.0,585,42965.667512
672.0,1150,43016.249602
483.0,1086,43063.856968
651.0,1314,43124.201699
672.0,902,43164.075862
441.0,697,43194.936388
378.0,738,43228.084437
441.0,861,43266.029623
462.0,852,43303.693676
546.0,920,43345.356345
399.0,753,43378.703037
672.0,1029,43424.18237
357.0,576,43449.719313
609.0,1077,43497.388844
504.0,990,43541.74499
504.0,788,43577.142977
525.0,1009,43621.619046
483.0,800,43656.814465
630.0,907,43697.066084
609.0,970,43740.0793
483.0,816,43775.910219
567.0,855,43814.359928
273.0,574,43839.610218
483.0,738,43871.714419
420.0,728,43903.358247
294.0,461,43923.609345
525.0,895,43962.82769
630.0,1022,44008.304281
630.0,1138,44059.042393
483.0,958,44101.02662
483.0,915,44141.2733
630.0,1086,44189.098008
609.0,764,44222.802125
567.0,973,44265.091276
420.0,789,44299.814125
252.0,380,44316.385904
546.0,1058,44363.455664
724.0,897,44403.37742
441.0,791,44438.274091
